user_id,week_start,orders_count,net_revenue,coupon_orders_count,avg_discount_pct,cod_orders_count,payment_failures_count,risk_score_avg,refunds_count,refund_amount,rto_count
U00833,2024-01-29,1,10233,0,12.208304735758407,0,1,18.0,0,0,1
U00833,2024-11-11,1,-533,0,140.2872260015117,0,3,57.0,0,0,1
U00834,2024-02-19,1,1395,1,28.277634961439592,1,2,51.0,2,1408,0
U00835,2024-03-04,1,4735,0,19.636795655125596,0,0,22.0,2,2338,1
U00836,2024-03-18,1,8561,1,17.04457364341085,0,2,10.0,1,1456,0
U00836,2024-07-22,1,5878,0,1.5904905407667838,0,0,9.0,1,1493,0
U00837,2024-08-26,1,12501,1,7.653098914087317,0,1,25.0,2,2992,0
U00838,2024-05-27,1,431,0,74.31466030989273,1,0,42.0,0,0,1
U00838,2024-12-23,1,10473,0,14.853658536585366,0,0,11.0,2,2958,1
U00840,2024-05-06,1,13202,1,9.655785944022446,1,2,27.0,2,3656,1
U00840,2024-05-20,1,8437,0,4.450736126840317,0,0,18.0,1,832,0
U00841,2024-01-22,1,1086,1,45.372233400402415,0,0,37.0,1,933,0
U00844,2024-05-06,1,2140,0,47.484662576687114,0,0,24.0,0,0,0
U00845,2024-01-22,1,6741,1,3.8373751783166905,1,0,27.0,2,2798,1
U00845,2024-02-26,1,10602,1,7.308970099667775,0,0,42.0,0,0,0
U00846,2024-07-15,1,11124,1,12.056289034706301,1,1,32.0,1,1727,1
U00846,2024-11-25,1,5274,1,9.319119669876203,1,0,32.0,1,807,0
U00847,2024-08-12,1,13028,1,12.458002956591855,0,0,30.0,1,946,1
U00848,2024-07-29,1,1774,1,42.08292523669605,0,2,31.0,0,0,0
U00849,2024-03-11,1,3560,0,24.75163813147326,1,0,17.0,0,0,1
U00850,2024-01-15,1,7980,1,2.2058823529411766,1,1,30.0,2,1922,0
U00850,2024-08-12,1,8885,0,5.829358770535241,0,0,1.0,1,1673,0
U00851,2024-07-15,1,9585,0,14.837849844513547,0,0,20.0,2,1918,1
U00851,2024-11-04,1,9302,0,15.651070003627133,0,0,16.0,1,1763,0
U00851,2024-11-25,1,1195,0,61.53846153846154,1,1,28.0,2,3474,0
U00852,2024-08-12,1,5354,0,18.743360145697373,1,2,46.0,1,852,1
U00853,2024-04-08,1,12347,0,9.373165002935997,1,0,36.0,2,2906,0
U00853,2024-04-15,1,3690,0,7.541969431220245,0,0,16.0,0,0,1
U00853,2024-07-08,1,705,0,49.60686204431737,0,0,26.0,0,0,1
U00854,2024-04-15,1,13698,0,4.416998115972367,0,0,13.0,2,2998,1
U00855,2024-05-20,1,4042,0,30.537893108781578,0,0,27.0,1,1219,0
U00855,2024-06-24,1,7673,1,2.192479286169535,0,2,24.0,0,0,0
U00856,2024-04-08,2,11920,1,56.088959891129896,0,0,13.5,2,1512,0
U00859,2024-02-19,1,4620,0,13.870246085011187,0,0,14.0,0,0,1
U00859,2024-02-26,1,8755,0,15.776815776815777,0,0,10.0,2,2468,1
U00861,2024-06-24,1,8168,0,6.896158668642426,0,0,19.0,2,2222,1
U00861,2024-12-02,1,2385,0,39.01815392482741,0,0,12.0,0,0,1
U00862,2024-04-29,1,8310,1,17.608566329565733,1,1,17.0,0,0,1
U00863,2024-01-01,1,5463,1,25.73409461663948,0,0,8.0,2,3274,1
U00863,2024-03-04,1,11345,1,11.657062762809531,0,0,8.0,2,1620,0
U00864,2024-10-14,1,-211,1,112.79563371740448,0,0,27.0,2,2234,1
U00864,2024-12-23,1,4498,1,5.8207705192629815,1,1,27.0,2,1712,1
U00867,2024-11-18,1,6459,0,8.732513777024163,0,0,24.0,2,1258,0
U00868,2024-03-11,1,5142,0,4.138702460850112,1,0,21.0,0,0,0
U00869,2024-06-17,1,2286,0,39.826270071071335,0,1,32.0,1,1828,1
U00869,2024-08-05,1,12404,0,7.6120959332638165,0,0,11.0,2,2350,1
U00869,2024-09-30,1,11316,1,7.669712793733681,1,2,50.0,1,1169,1
U00870,2024-11-04,1,3839,1,27.6615790465423,0,0,13.0,1,743,0
U00871,2024-04-22,1,2094,0,35.06976744186046,0,1,32.0,1,981,1
U00871,2024-06-03,1,13214,0,5.058198016956459,0,1,21.0,2,3338,0
U00872,2024-10-07,1,10229,0,4.464369104324273,0,0,16.0,0,0,1
U00873,2024-08-19,1,13595,0,5.215087499128495,0,1,17.0,1,1547,1
U00873,2024-09-30,2,17824,0,7.668396671417877,0,1,7.0,2,2258,1
U00874,2024-06-03,1,9837,0,5.97400114700822,1,0,26.0,0,0,1
U00874,2024-07-15,1,4872,0,2.305995588530178,0,0,17.0,0,0,0
U00874,2024-11-04,1,6318,1,10.484556531595352,0,0,3.0,1,1035,0
U00875,2024-09-02,1,8670,0,16.682683067461078,0,0,21.0,1,776,0
U00876,2024-01-29,1,11733,1,12.033288349077823,1,1,26.0,1,1216,0
U00876,2024-05-27,1,9870,1,16.26368032578264,0,0,32.0,0,0,0
U00877,2024-01-01,1,5717,0,16.976474005228,0,0,12.0,0,0,1
U00877,2024-03-11,1,5681,0,7.716049382716049,0,0,14.0,0,0,0
U00877,2024-04-08,1,7475,1,1.4112371405961488,1,0,33.0,1,1785,0
U00878,2024-09-23,1,9085,0,12.585394015202539,0,0,20.0,1,1446,0
U00879,2024-07-29,1,3842,0,5.018541409147096,0,0,12.0,2,2554,0
U00881,2024-04-29,1,4337,0,19.08582089552239,0,0,33.0,2,2918,0
U00881,2024-07-01,1,7591,1,11.382208732197057,0,0,16.0,1,832,1
U00881,2024-07-29,1,604,0,62.15538847117794,0,1,47.0,0,0,0
U00881,2024-09-16,1,10376,0,5.56111768453627,0,0,18.0,0,0,1
U00881,2024-11-04,1,3182,1,16.832200731834813,0,0,19.0,1,1796,0
U00883,2024-02-12,1,5924,1,22.298006295907662,0,1,9.0,2,2028,1
U00883,2024-03-25,2,13721,1,19.085233603013485,0,3,25.0,1,1263,0
U00883,2024-12-16,1,3922,0,18.410651133763263,0,3,16.0,1,1681,1
U00884,2024-01-22,1,8646,1,10.311203319502074,0,0,13.0,0,0,1
U00884,2024-03-18,1,7750,0,19.017763845350053,0,0,20.0,1,1696,1
U00885,2024-06-17,1,10795,0,10.28091755319149,0,0,10.0,1,1399,1
U00885,2024-11-25,1,10354,0,7.038965702998742,0,0,10.0,0,0,0
U00886,2024-02-12,1,8310,0,9.644449276938131,0,0,34.0,0,0,1
U00886,2024-09-30,1,10116,1,14.256653670113579,0,0,6.0,0,0,1
U00887,2024-10-28,1,7914,0,9.232710173184998,0,0,10.0,0,0,0
U00887,2024-11-25,1,-1282,1,300.3125,0,2,36.0,2,2702,0
U00889,2024-04-15,1,6569,0,17.702330243046855,0,0,6.0,2,3016,1
U00891,2024-06-24,1,8580,0,18.41779975278121,0,1,11.0,1,1269,1
U00892,2024-03-11,1,9663,1,9.860074626865671,0,3,34.0,0,0,0
U00892,2024-05-27,1,8822,1,13.594515181194907,0,1,22.0,0,0,0
U00892,2024-11-25,1,11519,1,0.6297446514837819,0,0,14.0,0,0,0
U00893,2024-10-07,1,7216,0,10.337972166998012,0,0,18.0,2,3458,1
U00895,2024-06-24,1,8259,1,18.678613627412368,0,1,34.0,1,1291,1
U00895,2024-11-11,1,8086,0,17.151639344262296,1,0,29.0,1,1323,1
U00895,2024-11-25,2,6069,1,15.733671384457454,0,0,11.0,1,1813,1
U00896,2024-07-01,1,1511,0,56.37990762124711,0,0,29.0,0,0,0
U00896,2024-07-22,1,1958,0,49.32712215320911,1,0,34.0,2,2344,0
U00896,2024-09-30,1,11912,0,9.6000607118464,0,0,11.0,0,0,1
U00897,2024-10-28,1,2005,0,22.556971803785245,0,0,10.0,0,0,1
U00900,2024-07-29,1,12622,0,3.2574538208017167,0,0,6.0,2,2532,1
U00900,2024-10-14,1,14049,1,1.6038660876873512,0,1,25.0,1,1331,0
U00901,2024-11-25,1,11967,0,14.098054698155194,0,0,6.0,2,3596,0
U00902,2024-04-15,1,6379,1,6.739766081871346,0,0,29.0,0,0,0
U00902,2024-08-12,1,1812,0,12.842712842712842,0,0,24.0,0,0,0
U00903,2024-05-06,1,8089,0,6.883849430183033,0,0,26.0,2,3492,1
U00903,2024-10-07,1,11747,0,14.148943945041292,1,0,31.0,2,1892,0
U00903,2024-11-25,1,11236,1,14.749620637329286,0,0,6.0,2,3390,1
U00905,2024-09-16,1,11854,0,7.448469706433479,0,1,11.0,1,1899,0
U00905,2024-10-07,1,5718,0,6.154603643525356,0,2,21.0,1,1642,1
U00906,2024-02-26,1,5781,0,17.93015332197615,0,0,17.0,2,1296,1
U00906,2024-03-11,1,9534,0,8.379780895637133,0,0,18.0,2,3444,1
U00907,2024-01-15,1,1407,1,24.83974358974359,0,1,16.0,0,0,0
U00907,2024-03-25,1,-644,1,156.94076038903626,0,0,18.0,2,3636,1
U00909,2024-07-22,1,3623,0,27.61238761238761,0,1,29.0,1,1342,1
U00910,2024-01-08,1,6982,1,11.125254582484725,0,0,13.0,2,2088,1
U00910,2024-02-05,1,5765,0,22.88657035848047,0,0,7.0,2,1910,1
U00910,2024-04-22,1,8527,0,6.121325553231311,0,0,14.0,2,1844,0
U00911,2024-02-19,1,6904,0,3.9109255393180233,1,0,31.0,0,0,0
U00913,2024-02-12,1,11764,1,10.979947029890276,0,0,3.0,1,744,0
U00914,2024-09-09,1,51,1,95.45859305431878,0,0,22.0,2,2588,0
U00914,2024-12-16,1,833,0,15.25940996948118,0,1,23.0,0,0,0
U00915,2024-07-22,1,4078,0,5.404778473672002,1,1,41.0,2,2462,0
U00915,2024-12-02,1,8825,0,15.347721822541965,0,0,43.0,1,970,0
U00917,2024-11-11,1,12289,0,10.60595038917582,0,0,5.0,0,0,0
U00918,2024-02-26,1,3359,1,14.1359918200409,0,0,15.0,0,0,0
U00918,2024-06-24,1,10579,0,15.557151979565772,0,0,26.0,0,0,1
U00919,2024-07-01,1,-9,1,100.90270812437312,0,0,23.0,1,1933,0
U00919,2024-10-28,1,7006,0,17.333333333333336,0,0,17.0,2,3456,1
U00920,2024-05-20,1,-105,0,110.0095328884652,0,0,27.0,0,0,0
U00921,2024-01-15,1,7506,1,10.738494470210489,1,0,24.0,1,654,1
U00921,2024-01-29,1,11818,0,12.711426250092325,0,0,8.0,0,0,0
U00921,2024-04-22,1,11045,1,4.792690285320231,0,0,24.0,0,0,0
U00921,2024-05-13,1,5099,1,13.766277693218331,0,0,17.0,0,0,0
U00921,2024-07-29,1,1703,0,6.736035049288061,0,0,17.0,1,1264,1
U00921,2024-11-11,1,5186,1,2.7928772258669166,0,0,5.0,1,1826,0
U00922,2024-12-02,1,575,0,66.37426900584795,0,0,38.0,2,1194,1
U00923,2024-06-10,1,13362,0,2.616427374098098,0,1,16.0,0,0,1
U00923,2024-07-15,1,2577,0,43.64749617319046,0,0,14.0,2,2622,1
U00924,2024-07-15,1,482,0,37.96653796653796,0,0,37.0,2,3454,0
U00925,2024-07-08,1,4386,1,17.68018018018018,0,0,11.0,0,0,0
U00929,2024-03-04,1,3629,0,32.345264727815064,0,0,11.0,0,0,0
U00929,2024-03-11,1,11043,0,11.500240423144735,0,0,21.0,2,1010,1
U00929,2024-04-15,1,6312,1,10.442678774120317,0,1,10.0,0,0,0
U00929,2024-12-30,1,11081,1,14.970841006752607,1,0,13.0,0,0,1
U00930,2024-03-25,1,-38,1,107.15630885122411,0,0,32.0,2,3576,0
U00930,2024-04-08,1,5520,1,2.851108764519535,1,2,34.0,0,0,0
U00930,2024-12-09,1,3848,0,26.452599388379205,0,0,17.0,0,0,1
U00931,2024-07-22,1,8760,1,11.995177817962627,0,1,11.0,1,1202,1
U00934,2024-01-08,1,5455,0,17.895845875978324,0,0,0.0,0,0,0
U00934,2024-02-26,1,7685,0,16.711823994797875,0,3,36.0,1,986,0
U00934,2024-08-05,1,9331,0,11.184085284599277,0,0,0.0,0,0,0
U00934,2024-11-25,1,10194,0,11.22528955847775,1,0,30.0,2,2814,1
U00935,2024-05-06,1,6345,1,19.60212873796249,1,0,35.0,2,2612,0
U00936,2024-03-04,1,10710,1,6.5526568362272055,0,0,17.0,1,1397,1
U00936,2024-04-08,1,6754,0,17.230392156862745,0,0,8.0,0,0,0
U00936,2024-08-26,1,5435,1,16.191210485736317,0,2,20.0,1,1623,1
U00936,2024-09-16,1,1894,1,24.33080303635637,0,0,23.0,0,0,0
U00936,2024-10-14,1,-315,0,119.06779661016948,0,0,15.0,0,0,1
U00937,2024-04-08,1,7044,1,2.383592017738359,0,0,18.0,0,0,1
U00937,2024-04-15,1,9894,0,15.522540983606559,0,1,21.0,1,1529,1
U00939,2024-03-25,1,10291,1,9.672605986131835,1,0,35.0,1,968,0
U00939,2024-04-01,1,6457,0,19.458650367968065,0,2,24.0,1,1451,1
U00939,2024-09-09,1,9914,1,1.6663360444356279,1,0,28.0,2,2066,1
U00940,2024-08-12,1,3778,1,8.897998553170968,0,1,29.0,1,620,1
U00940,2024-12-09,1,8737,0,3.73512560599383,1,2,42.0,0,0,0
U00941,2024-05-20,1,5241,0,0.474743638435245,0,0,6.0,1,1051,1
U00942,2024-07-01,1,13075,1,11.325873177348255,0,0,19.0,2,2084,1
U00943,2024-02-19,1,5989,0,1.2042230287033984,0,0,18.0,2,3698,1
U00943,2024-09-23,1,13381,0,10.483007760235482,1,0,43.0,2,1178,1
U00944,2024-03-04,1,9498,0,12.128781570913127,0,2,16.0,1,1943,0
U00944,2024-03-18,1,789,0,68.01783542764491,0,0,34.0,2,2862,0
U00944,2024-04-15,1,3407,1,33.209174671633015,0,1,26.0,2,1772,1
U00944,2024-09-09,1,7735,0,20.511766519371083,0,0,5.0,2,3040,0
U00947,2024-02-19,1,9499,0,10.064381745881462,1,1,31.0,2,3416,0
U00947,2024-03-11,1,14115,0,1.7676943419862206,0,0,17.0,2,2238,0
U00947,2024-03-25,1,7758,0,5.4133138258961235,0,1,13.0,1,1426,1
U00947,2024-05-06,1,3422,1,0.4943297470194824,1,0,32.0,2,3942,0
U00948,2024-02-26,1,13690,1,5.9688165395974995,0,0,8.0,1,1000,1
U00948,2024-11-18,1,12038,1,9.583896650142707,1,0,25.0,0,0,0
U00949,2024-01-22,1,4332,0,23.69209089307733,0,0,23.0,1,1502,0
U00951,2024-04-01,1,11019,0,11.727950012016342,1,1,31.0,1,923,1
U00952,2024-06-03,1,4074,1,17.144600366076876,1,0,25.0,2,2466,0
U00952,2024-09-02,2,13175,0,17.23963502145826,1,0,17.5,2,2802,1
U00952,2024-10-28,1,2349,0,23.46041055718475,1,0,36.0,2,2328,0
U00954,2024-12-09,1,6329,1,16.734640178923826,0,0,14.0,1,1873,0
U00955,2024-09-09,2,21454,1,10.846965925763545,0,0,9.0,1,1549,0
U00955,2024-09-30,1,13447,1,9.380686030055934,1,0,32.0,2,1644,1
U00956,2024-05-27,1,989,0,47.281449893390196,0,1,34.0,0,0,1
U00956,2024-06-03,1,11907,0,8.646616541353383,0,1,5.0,0,0,1
U00956,2024-09-30,1,9503,0,0.021041557075223566,1,1,24.0,0,0,0
U00957,2024-04-15,1,5113,1,17.704812489940448,1,0,25.0,0,0,1
U00957,2024-08-05,1,9499,1,11.174490368430897,1,0,21.0,2,3500,1
U00957,2024-09-23,1,1696,1,42.54742547425474,0,0,18.0,2,2548,1
U00957,2024-10-14,1,7489,0,7.463239836896084,0,0,17.0,1,1468,0
U00958,2024-06-03,1,1888,0,50.5370709981661,0,0,34.0,0,0,0
U00958,2024-12-16,1,8599,1,0.9217651803203134,0,0,21.0,1,527,0
U00959,2024-04-15,1,6669,0,16.197537069615482,0,1,8.0,2,3040,1
U00960,2024-01-22,1,12032,0,0.9956389368880112,0,1,18.0,1,736,1
U00960,2024-11-04,1,1166,0,16.175413371675056,0,0,35.0,1,1492,1
U00960,2024-11-25,1,5001,1,26.04259094942325,0,0,19.0,0,0,1
U00961,2024-08-12,1,12411,0,10.370477359716906,0,0,12.0,0,0,1
U00962,2024-05-06,1,11292,1,13.484523444682809,0,0,11.0,0,0,0
U00963,2024-09-30,1,5620,0,21.420581655480984,0,0,22.0,0,0,1
U00964,2024-02-19,1,9829,0,13.841164095371669,0,0,16.0,1,1393,1
U00964,2024-11-11,1,7719,0,7.6122082585278275,0,0,16.0,2,3314,1
U00964,2024-11-18,1,5530,1,13.809226932668327,0,0,12.0,0,0,1
U00966,2024-04-01,1,8338,0,5.034168564920273,0,1,20.0,2,1638,0
U00967,2024-08-12,1,416,0,21.062618595825427,0,0,9.0,1,1994,1
U00968,2024-02-05,1,11957,0,12.837148272342908,0,0,4.0,1,1868,0
U00968,2024-07-08,1,8746,0,9.433571502537019,0,1,38.0,0,0,0
U00969,2024-05-13,1,384,0,73.37031900138696,0,0,40.0,1,1810,1
U00969,2024-06-17,1,1516,1,55.86608442503639,0,0,12.0,2,2546,1
U00971,2024-01-22,1,5642,1,2.2522522522522523,0,0,19.0,0,0,1
U00971,2024-02-05,1,12560,1,1.3044161559013046,0,0,26.0,2,2346,0
U00972,2024-10-14,1,-1127,0,243.56687898089172,1,0,43.0,0,0,0
U00973,2024-05-20,1,10625,0,2.888218627182159,1,2,47.0,0,0,0
U00973,2024-08-26,2,19030,1,9.464019248895745,1,1,16.0,1,814,1
U00973,2024-09-16,1,7220,1,0.9602194787379973,0,0,21.0,1,1854,1
U00974,2024-06-17,1,-430,0,145.3108535300316,0,0,21.0,2,3658,0
U00974,2024-07-15,1,1903,0,3.105906313645621,0,0,2.0,0,0,0
U00975,2024-05-20,1,10198,0,14.903204272363151,1,2,32.0,2,3554,0
U00976,2024-03-18,1,12385,0,3.3252673483724924,1,0,28.0,0,0,1
U00977,2024-02-26,1,203,0,90.23099133782483,1,2,47.0,1,1814,0
U00977,2024-05-13,1,8093,1,6.730436786907918,0,0,0.0,1,876,0
U00977,2024-07-15,1,6174,0,19.040125885129818,0,0,19.0,0,0,1
U00978,2024-09-30,1,4865,0,15.669960131738602,0,0,5.0,2,2390,0
U00980,2024-01-01,1,12855,0,9.05553590378493,0,0,17.0,1,1866,0
U00980,2024-09-09,1,4726,1,18.22114552690777,1,1,33.0,0,0,1
U00980,2024-11-25,1,9413,0,9.385829803619561,0,0,23.0,0,0,0
U00981,2024-11-18,1,4621,0,18.328031106398022,0,0,18.0,0,0,1
U00981,2024-12-02,1,2372,0,33.389497332210055,0,0,26.0,0,0,0
U00982,2024-10-21,1,6333,0,1.9962859795728878,0,0,12.0,2,2300,0
U00983,2024-04-15,1,10124,0,0.3445220986317551,0,0,1.0,0,0,0
U00984,2024-07-22,1,4955,1,7.018202289360105,1,1,30.0,2,2392,1
U00984,2024-08-05,1,12023,0,2.4503042596348883,0,0,3.0,2,2954,0
U00985,2024-04-15,1,10063,1,6.119973878160276,1,0,22.0,2,1820,0
U00985,2024-08-19,1,8590,0,8.118515349235214,0,0,19.0,2,3920,1
U00985,2024-10-28,1,8049,0,17.8421965907931,1,0,43.0,1,762,1
U00986,2024-07-01,1,-1117,0,279.58199356913184,0,0,32.0,2,3398,0
U00987,2024-12-09,1,254,1,82.04946996466431,0,0,30.0,2,2192,1
U00988,2024-02-12,1,9782,0,0.8715038508309687,1,0,15.0,2,3542,1
U00988,2024-07-01,1,2815,0,14.954682779456194,1,0,25.0,0,0,1
U00988,2024-07-15,1,8134,0,11.142669871094602,0,0,10.0,1,719,0
U00988,2024-09-30,1,5785,0,13.553496712492526,1,0,35.0,2,3728,1
U00988,2024-10-14,1,7226,0,3.9478931277415925,0,0,8.0,2,2206,0
U00989,2024-04-01,1,5889,0,10.487916096671226,0,0,21.0,1,1378,0
U00989,2024-08-26,1,14006,0,5.345678178009056,1,0,23.0,2,1924,1
U00990,2024-01-01,1,1022,0,65.414551607445,1,2,54.0,0,0,0
U00990,2024-01-08,1,-9,0,101.40625000000001,1,0,42.0,0,0,0
U00990,2024-02-26,2,11468,1,19.903600913052028,0,2,16.5,2,1328,0
U00991,2024-09-02,1,5314,1,10.644022196065244,0,2,28.0,0,0,1
U00992,2024-03-18,1,1005,0,37.92464484249537,1,0,39.0,1,1742,1
U00992,2024-04-08,1,-236,0,116.29834254143647,0,0,29.0,1,1165,0
U00993,2024-03-11,1,11484,0,13.491525423728815,0,0,13.0,2,2174,1
U00993,2024-03-18,1,2818,0,32.129094412331405,0,0,28.0,0,0,0
U00993,2024-04-22,1,6121,0,16.471069868995635,0,0,16.0,0,0,1
U00994,2024-10-07,1,6746,0,18.859754630743325,0,0,19.0,2,3236,0
U00994,2024-10-28,1,10267,0,4.864714603409933,0,1,15.0,1,882,1
U00996,2024-03-04,1,7726,0,3.0736419520762763,0,0,16.0,2,3052,1
U00996,2024-09-30,1,8856,0,6.424344885883347,0,0,5.0,2,1178,1
U00997,2024-05-13,1,5976,0,24.191297729290877,1,3,44.0,2,3672,0
U00998,2024-07-29,1,8664,0,17.60342368045649,1,0,13.0,0,0,1
U00998,2024-09-23,1,11143,0,2.5706041794176797,0,0,23.0,1,1581,0
U00999,2024-06-17,1,5505,1,22.70429654591407,1,0,23.0,0,0,0
U00999,2024-12-09,1,8370,1,10.37584323803405,0,0,35.0,0,0,0
U01001,2024-03-04,1,8904,1,11.937493818613392,0,0,28.0,0,0,0
U01003,2024-08-12,1,2149,1,45.95070422535211,0,0,15.0,2,2152,1
U01004,2024-09-23,1,14474,0,1.0324786324786326,0,3,37.0,0,0,1
U01005,2024-05-13,1,-260,0,127.5132275132275,1,0,34.0,1,965,0
U01006,2024-05-13,1,740,1,0.5376344086021506,1,0,27.0,2,1998,0
U01007,2024-11-25,2,11990,1,117.22493532646352,2,0,25.5,1,1203,1
U01008,2024-02-12,1,11060,1,8.59504132231405,0,0,7.0,2,2704,1
U01009,2024-06-10,1,1239,0,48.460898502495844,0,2,34.0,0,0,0
U01009,2024-09-30,1,5806,0,4.616395597174306,1,0,15.0,0,0,1
U01009,2024-10-21,1,8822,1,15.900857959961867,1,0,37.0,2,2558,1
U01010,2024-04-08,1,6111,0,16.811870405662948,1,0,32.0,1,1805,1
U01010,2024-04-15,1,1354,0,49.420993649607766,0,0,25.0,2,1206,0
U01012,2024-01-22,1,2840,1,2.7064063035286057,0,0,15.0,1,1167,0
U01012,2024-09-02,1,7828,1,1.4850239114019632,0,2,28.0,0,0,0
U01013,2024-05-20,1,10950,0,13.60265109673347,0,1,18.0,0,0,1
U01013,2024-07-22,1,3781,1,12.375434530706837,0,0,5.0,0,0,0
U01013,2024-10-21,1,13607,1,7.422778609334603,0,0,16.0,2,2630,1
U01014,2024-04-15,1,3526,1,13.06706114398422,0,2,28.0,0,0,1
U01014,2024-10-07,1,13075,0,2.7736466389054133,1,0,23.0,0,0,0
U01014,2024-11-25,1,3303,0,37.46686861037486,0,2,31.0,0,0,1
U01015,2024-01-29,1,8187,0,6.004592422502871,0,0,26.0,1,1468,0
U01015,2024-02-19,1,2710,1,32.97056641108088,0,0,17.0,0,0,1
U01015,2024-08-19,1,5111,1,24.16913946587537,0,0,13.0,1,996,0
U01015,2024-12-30,1,9062,1,11.40873985726855,0,0,24.0,0,0,0
U01016,2024-07-01,1,-217,0,117.75777414075286,1,0,45.0,0,0,1
U01016,2024-09-30,1,8621,0,11.288330932290595,0,0,11.0,1,1304,0
U01017,2024-03-18,1,10890,0,10.237388724035608,0,0,22.0,1,1188,0
U01017,2024-08-05,1,3105,1,22.607178464606182,0,1,39.0,0,0,1
U01017,2024-10-21,1,8367,1,0.047784016246565524,1,0,27.0,2,1726,0
U01017,2024-12-02,1,7607,0,8.876377575467178,1,1,41.0,1,1418,0
U01018,2024-08-26,1,6738,0,17.618290744589803,0,0,16.0,2,3154,0
U01020,2024-09-30,1,13343,0,1.053021876158695,1,1,18.0,1,732,0
U01020,2024-12-23,1,6231,0,4.578866768759571,0,0,12.0,1,802,1
U01021,2024-07-22,1,2185,1,40.18614837120175,0,0,13.0,0,0,0
U01022,2024-04-08,1,398,0,75.87878787878788,0,0,22.0,2,2012,0
U01024,2024-09-02,1,2524,1,37.50928447635553,1,0,34.0,2,3110,0
U01027,2024-03-04,1,-16,0,101.1747430249633,1,0,45.0,0,0,0
U01027,2024-06-10,1,4477,1,14.723809523809525,0,0,22.0,0,0,1
U01029,2024-02-19,2,12825,0,12.862484598519329,0,2,19.0,0,0,1
U01029,2024-09-23,1,8750,0,7.671203967500263,0,2,34.0,1,1376,0
U01031,2024-10-14,1,11482,1,12.123067503444053,1,0,30.0,2,3394,0
U01031,2024-11-11,1,4132,0,17.293835068054445,1,0,17.0,0,0,1
U01032,2024-01-01,1,10200,0,6.0340856748042375,0,0,27.0,1,1496,1
U01032,2024-04-08,1,11798,0,9.27406951707167,1,0,30.0,1,1611,0
U01032,2024-04-15,1,8515,0,9.645585738539898,1,0,20.0,0,0,0
U01036,2024-01-15,1,11338,0,4.954313018693939,0,0,24.0,2,2402,0
U01036,2024-01-22,1,5776,0,3.233372424191657,0,0,16.0,0,0,1
U01036,2024-07-22,1,7912,0,8.921376769886038,1,0,19.0,0,0,1
U01037,2024-01-22,2,8987,0,36.09844344529482,0,1,19.5,1,687,1
U01037,2024-03-11,1,11878,0,10.293784457367268,1,2,39.0,2,1158,0
U01037,2024-09-02,1,2685,1,34.06188605108055,0,0,24.0,2,1608,1
U01038,2024-08-26,1,2561,1,38.16996619990343,0,0,31.0,0,0,1
U01039,2024-03-18,1,4924,0,26.010518407212622,0,1,25.0,2,1220,0
U01040,2024-12-02,1,-194,1,112.68803139306736,0,0,32.0,1,1187,0
U01041,2024-03-04,1,3311,1,20.58047493403694,1,0,19.0,1,1945,0
U01041,2024-03-25,1,7593,1,9.326486744685933,0,2,24.0,1,1395,0
U01041,2024-11-04,1,6095,1,12.629013761467888,0,0,17.0,0,0,0
U01044,2024-01-01,1,4029,0,32.19454729047459,0,0,29.0,1,1107,1
U01044,2024-01-22,1,7783,0,9.373544480670704,0,0,20.0,0,0,1
U01044,2024-03-11,1,11095,0,13.764961915125138,0,0,19.0,2,3580,1
U01044,2024-07-22,1,8585,0,17.697248585945736,0,1,25.0,2,2684,0
U01046,2024-06-24,1,1565,0,15.950590762620836,0,0,18.0,1,990,0
U01046,2024-09-02,1,549,1,73.11459353574926,0,1,34.0,0,0,0
U01046,2024-11-04,1,3080,0,31.873479318734795,0,0,27.0,2,2974,0
U01047,2024-12-09,1,2498,0,9.558291093410572,0,0,11.0,1,1535,1
U01049,2024-04-29,1,8795,0,12.773975999206586,0,0,14.0,1,795,0
U01050,2024-08-19,1,2172,0,31.59055118110236,0,0,30.0,0,0,1
U01051,2024-01-08,1,8947,0,10.992837246319139,0,0,14.0,2,3726,1
U01051,2024-10-21,1,4432,0,24.252264570158946,0,0,11.0,1,1806,1
U01052,2024-02-05,1,11640,0,2.537050992213012,0,0,9.0,2,1304,0
U01052,2024-07-15,1,7211,0,11.499754540991654,0,1,25.0,1,1957,1
U01054,2024-01-08,1,11688,0,4.774319700179241,0,0,16.0,1,853,1
U01054,2024-08-26,1,9179,0,7.869115728194319,0,0,5.0,2,1068,0
U01054,2024-10-14,1,2232,1,14.417177914110429,1,2,30.0,0,0,0
U01055,2024-02-19,1,9684,0,10.36653091447612,0,0,0.0,0,0,1
U01055,2024-08-26,1,976,0,55.73696145124717,0,0,50.0,0,0,1
U01059,2024-06-10,3,20128,1,18.059701254230703,0,2,16.0,0,0,1
U01060,2024-05-20,1,8224,0,12.033372553214248,0,0,9.0,0,0,1
U01061,2024-06-03,1,821,0,30.658783783783782,0,0,33.0,0,0,0
U01063,2024-01-29,1,486,1,70.68757539203861,0,0,17.0,1,1219,0
U01063,2024-03-18,1,7708,0,3.0927835051546393,0,1,27.0,0,0,0
U01063,2024-10-07,1,12269,1,1.2952534191472245,0,2,14.0,2,3204,0
U01063,2024-10-28,1,7309,0,7.1283354510800505,0,0,7.0,2,2692,0
